Windenergieeinspeisung;;;;
2006 Oktober;;;;
;;;;
Datum;Position;prognostiziert [MW];tatsächlich [MW];Anteil Offshore [MW];
;24;1485;745;0;;
;25;1529;764;0;;
;26;1529;781;0;;
;27;1529;781;0;;
;28;1529;786;0;;
;29;1581;798;0;;
;30;1581;854;0;;
;31;1581;901;0;;
;32;1581;959;0;;
;33;1642;991;0;;
;34;1642;1000;0;;
;35;1642;1035;0;;
;36;1642;1015;0;;
;37;1719;987;0;;
;38;1719;933;0;;
;39;1719;862;0;;
;40;1719;839;0;;
;41;1713;789;0;;
;42;1713;759;0;;
;43;1713;731;0;;
;44;1713;734;0;;
;45;1771;765;0;;
;46;1771;783;0;;
;47;1771;875;0;;
;48;1771;976;0;;
;49;1821;1066;0;;
;50;1821;1127;0;;
;51;1821;1171;0;;
;52;1821;1260;0;;
;53;1965;1354;0;;
;54;1965;1372;0;;
;55;1965;1408;0;;
;56;1965;1474;0;;
;57;2057;1576;0;;
;58;2057;1625;0;;
;59;2057;1555;0;;
;60;2057;1616;0;;
;61;2114;1577;0;;
;62;2114;1566;0;;
;63;2114;1572;0;;
;64;2114;1613;0;;
;65;2115;1587;0;;
;66;2115;1517;0;;
;67;2115;1446;0;;
;68;2115;1458;0;;
;69;2078;1487;0;;
;70;2078;1444;0;;
;71;2078;1461;0;;
;72;2078;1458;0;;
;73;2004;1426;0;;
;74;2004;1356;0;;
;75;2004;1358;0;;
;76;2004;1395;0;;
;77;1951;1404;0;;
;78;1951;1455;0;;
;79;1951;1530;0;;
;80;1951;1634;0;;
;81;1962;1669;0;;
;82;1962;1687;0;;
;83;1962;1641;0;;
;84;1962;1619;0;;
;85;1978;1689;0;;
;86;1978;1691;0;;
;87;1978;1604;0;;
;88;1978;1556;0;;
;89;2000;1576;0;;
;90;2000;1535;0;;
;91;2000;1476;0;;
;92;2000;1445;0;;
;93;1954;1386;0;;
;94;1954;1331;0;;
;95;1954;1279;0;;
;96;1954;1235;0;;
2006-10-12;1;1739;1161;0;;
;2;1739;1075;0;;
;3;1739;995;0;;
;4;1739;932;0;;
;5;1629;900;0;;
